data,label
23035849,0
30358492,0
3584922,0
35849225,0
58492250,0
84922508,0
49225087,0
92250871,0
22508712,0
25087124,0
50871247,0
8712473,0
87124731,0
71247311,0
12473111,0
24731119,0
47311195,0
73111957,0
31119572,0
11195720,0
11957209,0
19572094,0
95720941,0
57209418,0
72094182,0
20941824,1
9418243,0
94182430,0
41824300,0
18243004,0
82430047,0
24300470,0
43004708,0
30047084,0
470840,0
4708408,0
47084088,0
70840883,0
8408831,0
84088310,0
40883104,1
8831042,0
88310422,0
83104228,0
31042286,0
10422869,0
4228695,0
42286959,0
22869597,0
28695971,0
86959716,0
69597164,0
95971646,0
59716462,0
97164627,0
71646274,0
16462748,0
64627483,0
46274839,0
62748394,0
27483948,0
74839482,0
48394822,0
83948221,0
39482219,0
94822198,0
48221989,0
82219892,0
22198920,0
21989208,0
19892080,0
98920802,0
89208021,0
92080215,0
20802152,0
8021523,0
80215238,0
2152387,0
21523870,0
15238705,0
52387053,0
23870530,0
38705301,0
87053016,0
70530162,0
5301622,0
53016229,0
30162295,0
1622952,0
16229528,0
62295280,0
22952800,1
29528006,0
95280065,0
52800659,0
28006595,0
80065955,0
659554,0
6595545,0
65955451,0
59554514,0
95545147,0
55451470,0
54514707,0
45147077,0
51470773,0
14707730,0
47077306,0
70773069,0
7730693,0
77306939,0
73069397,0
30693976,0
6939767,0
69397672,0
93976723,0
39767237,0
97672379,0
76723793,0
67237934,0
72379349,0
23793493,0
37934931,0
79349312,1
93493129,0
34931299,0
49312995,0
93129957,0
31299573,0
12995734,0
29957340,0
99573407,0
95734074,0
57340748,0
73407480,0
34074809,0
40748095,0
7480958,0
74809582,0
48095828,0
80958284,0
9582846,0
95828468,0
58284680,0
82846803,0
28468033,0
84680338,0
46803382,0
68033823,0
80338236,0
3382362,0
33823629,0
38236297,0
82362979,0
23629790,0
36297903,0
62979035,0
29790357,0
97903573,0
79035737,0
90357370,0
3573700,0
35737004,0
57370040,0
73700401,0
37004014,0
70040147,0
401470,0
4014705,0
40147056,0
1470562,0
14705629,0
47056297,0
70562973,0
5629730,0
56297304,0
62973044,0
29730446,0
97304461,0
73044619,0
30446196,0
4461968,0
44619680,1
46196802,0
61968021,0
19680218,0
96802182,0
68021823,0
80218236,0
2182365,0
21823655,0
18236556,0
82365563,0
23655638,0
36556380,0
65563803,0
55638037,0
56380377,0
63803773,0
38037735,0
80377356,0
3773569,0
37735697,0
77356974,0
73569746,0
35697467,0
56974675,0
69746757,0
97467574,0
74675748,0
46757485,0
67574851,0
75748514,0
57485143,0
74851437,0
48514374,0
85143744,1
51437446,0
14374463,0
43744632,0
37446328,0
74463286,0
44632862,0
46328620,0
63286209,0
32862099,0
28620997,0
86209975,0
62099756,0
20997564,0
9975645,0
99756459,0
97564599,0
75645994,0
56459948,0
64599486,0
45994868,0
59948680,0
99486805,0
94868051,0
48680510,0
86805104,0
68051049,0
80510491,0
5104919,0
51049193,0
10491939,0
4919393,0
49193934,0
91939341,0
19393413,0
93934132,0
39341328,0
93413289,0
34132890,0
41328908,0
13289082,0
32890820,0
28908200,0
89082005,0
90820058,0
8200581,0
82005813,0
20058138,0
581386,0
5813863,0
58138638,0
81386388,0
13863883,0
38638830,0
86388300,0
63883005,0
38830057,0
88300579,0
83005799,0
30057994,0
579940,0
5799407,0
57994074,0
79940747,0
99407478,0
94074782,0
40747821,0
7478210,0
74782107,0
47821079,0
78210799,0
82107998,0
21079980,0
10799806,0
7998064,0
79980649,0
99806494,0
98064946,0
80649465,0
6494659,0
64946591,0
49465911,0
94659115,0
46591155,0
65911551,0
59115516,0
91155168,1
11551687,0
15516876,0
55168765,0
51687650,0
16876507,0
68765078,0
87650781,0
76507813,0
65078131,0
50781314,0
7813142,0
78131427,0
81314270,0
13142703,0
31427036,0
14270367,0
42703674,0
27036742,0
70367429,0
3674294,0
36742940,0
67429409,0
74294090,0
42940906,0
29409068,0
94090680,0
40906801,0
9068011,0
90680113,0
6801135,0
68011350,0
80113506,0
1135067,0
11350678,0
13506786,0
35067865,0
50678655,0
6786555,0
67865552,0
78655526,0
86555262,0
65552621,0
55526219,0
55262196,0
52621962,0
26219621,0
62196210,0
21962105,0
19621059,0
96210596,0
62105963,0
21059633,0
10596332,0
5963323,0
59633237,0
96332370,0
63323707,0
33237072,0
32370724,0
23707240,0
37072408,0
70724085,0
7240853,0
72408531,0
24085310,0
40853101,0
8531013,0
85310139,0
53101396,0
31013968,0
10139684,0
1396848,0
13968483,0
39684832,1
96848320,1
68483205,0
84832055,0
48320553,0
83205530,0
32055306,0
20553069,0
5530692,0
55306929,0
53069291,0
30692913,0
6929132,0
69291324,0
92913249,0
29132497,0
91324978,0
13249782,0
32497821,0
24978213,0
49782135,0
97821356,0
78213563,0
82135630,0
21356300,0
13563002,0
35630027,0
56300270,0
63002708,0
30027085,0
270859,0
2708598,0
27085984,1
70859840,1
8598409,0
85984099,0
59840992,1
98409927,0
84099274,0
40992743,0
9927437,0
99274374,0
92743743,0
27437433,0
74374332,0
43743321,0
37433212,0
74332120,0
43321207,0
33212070,0
32120707,0
21207070,0
12070709,0
20707097,0
7070979,0
70709799,0
7097995,0
70979955,0
9799559,0
97995598,0
79955984,0
99559841,0
95598410,0
55984108,0
59841081,0
98410813,0
84108131,0
41081316,0
10813166,0
8131662,0
81316627,0
13166275,0
31662755,0
16627553,0
66275534,0
62755345,0
27553452,0
75534521,0
55345212,0
53452121,0
34521217,0
45212174,0
52121740,0
21217401,0
12174013,0
21740135,0
17401358,0
74013580,0
40135802,0
1358022,0
13580226,0
35802267,0
58022670,0
80226707,0
2267073,0
22670731,0
26707310,0
67073108,0
70731082,0
7310821,0
73108216,0
31082164,0
10821649,0
8216490,0
82164908,0
21649087,0
16490870,0
64908708,0
49087081,0
90870817,0
8708170,0
87081705,0
70817052,0
8170526,0
81705269,0
17052699,0
70526997,0
5269979,0
52699794,0
26997940,0
69979409,0
99794099,0
97940991,0
79409914,0
94099146,0
40991460,0
9914600,0
99146002,0
91460027,0
14600272,0
46002724,0
60027242,0
272427,0
2724277,0
27242770,0
72427702,0
24277029,0
42770291,0
27702910,0
77029104,0
70291042,0
2910426,0
29104266,0
91042667,0
10426673,0
4266736,0
42667363,0
26673630,0
66736300,0
67363008,1
73630085,0
36300853,0
63008531,0
30085314,0
853143,0
8531434,0
85314342,0
53143420,0
31434201,0
14342018,0
43420188,0
34201883,0
42018834,0
20188349,0
1883496,0
18834962,0
88349622,0
83496220,0
34962205,0
49622051,0
96220516,0
62205167,0
22051676,0
20516761,0
5167617,0
51676178,0
16761788,0
67617888,1
76178880,1
61788803,0
17888039,0
78880394,0
88803940,0
88039409,0
80394093,0
3940935,0
39409350,0
94093503,0
40935037,0
9350373,0
93503735,0
35037352,0
50373528,0
3735287,0
37352870,0
73528702,0
35287021,0
52870216,0
28702161,0
87021617,0
70216170,0
2161708,0
21617086,0
16170867,0
61708679,0
17086791,0
70867914,0
8679146,0
86791465,0
67914657,0
79146577,0
91465773,0
14657730,0
46577305,0
65773059,0
57730599,0
77305998,0
73059980,0
30599803,0
5998033,0
59980338,0
99803388,0
98033885,0
80338859,0
3388590,0
33885907,0
38859074,0
88590746,0
85907465,0
59074653,0
90746536,0
7465368,0
74653680,0
46536801,0
65368014,0
53680143,0
36801436,0
68014361,0
80143616,1
1436165,0
14361659,0
43616590,0
36165900,0
61659003,0
16590032,0
65900328,0
59003280,0
90032801,0
328014,0
3280147,0
32801472,1
28014721,0
80147210,0
1472108,0
14721084,0
47210844,0
72108448,1
21084486,0
10844861,0
8448617,0
84486175,0
44861759,0
48617591,0
86175918,0
61759183,0
17591832,0
75918325,0
59183253,0
91832535,0
18325359,0
83253591,0
32535917,0
25359175,0
53591755,0
35917559,0
59175590,0
91755902,0
17559028,0
75590286,0
55902868,0
59028689,0
90286893,0
2868932,0
28689327,0
86893277,0
68932773,0
89327732,0
93277327,0
32773277,0
27732776,0
77327764,0
73277646,0
32776467,0
27764679,0
77646798,0
76467987,0
64679874,0
46798745,0
67987457,0
79874571,0
98745713,0
87457137,0
74571371,0
45713716,0
57137168,0
71371682,0
13716825,0
37168259,0
71682590,0
16825902,0
68259028,0
82590281,0
25902813,0
59028139,0
90281398,0
2813985,0
28139852,0
81398522,0
13985229,0
39852290,0
98522903,0
85229036,0
52290368,1
22903682,0
29036825,0
90368259,0
3682591,0
36825918,0
68259189,0
82591891,0
25918913,0
59189138,0
91891382,0
18913827,0
89138272,1
91382729,0
13827296,1
38272969,0
82729691,0
27296916,0
72969167,0
29691671,0
96916712,0
69167122,0
91671229,0
16712290,0
67122903,0
71229037,0
12290376,0
22903769,0
29037692,0
90376920,0
3769206,0
37692064,1
76920643,0
69206435,0
92064353,0
20643532,0
6435325,0
64353256,0
43532567,0
35325678,0
53256788,0
32567888,0
25678885,0
56788851,0
67888512,1
78885122,0
88851220,0
88512201,0
85122013,0
51220133,0
12201333,0
22013338,0
20133382,0
1333825,0
13338250,0
33382502,0
33825021,0
38250218,0
82502181,0
25021812,0
50218121,0
2181214,0
21812148,0
18121482,0
81214826,0
12148269,0
21482691,0
14826915,0
48269153,0
82691534,0
26915344,0
69153448,0
91534483,0
15344832,1
53448322,0
34483224,0
44832243,0
48322435,0
83224351,0
32243513,0
22435130,0
24351300,0
43513000,0
35130000,0
51300000,1
13000007,0
30000071,0
719,0
7196,0
71960,0
719600,0
7196003,0
71960034,0
19600341,0
96003414,0
60034147,0
341474,0
3414749,0
34147498,0
41474986,0
14749868,0
47498681,0
74986815,0
49868150,0
98681500,0
86815000,0
68150003,0
81500039,0
15000398,0
50003983,0
39833,0
398336,1
3983368,0
39833680,0
98336803,0
83368031,0
33680311,0
36803114,0
68031140,0
80311400,0
3114009,0
31140096,1
11400960,1
14009606,0
40096064,1
960644,0
9606445,0
96064451,0
60644513,0
6445133,0
64451332,0
44513326,0
45133265,0
51332656,0
13326568,0
33265688,0
32656882,0
26568825,0
65688251,0
56882514,0
68825149,0
88251496,0
82514967,0
25149673,0
51496735,0
14967356,0
49673561,0
96735617,0
67356171,0
73561711,0
35617118,0
56171188,0
61711881,0
17118815,0
71188158,0
11881582,0
18815820,0
88158208,1
81582086,0
15820867,0
58208672,1
82086721,0
20867214,0
8672142,0
86721425,0
67214250,0
72142500,0
21425007,0
14250072,0
42500729,0
25007295,0
50072954,0
729541,0
7295415,0
72954151,0
29541511,0
95415111,0
54151111,0
41511111,0
15111117,0
51111179,0
11111796,0
11117963,0
11179639,0
11796397,0
17963970,0
79639702,0
96397023,0
63970233,0
39702333,0
97023335,0
70233354,0
2333545,0
23335453,0
33354534,0
33545349,0
35453497,0
54534970,0
45349708,0
53497083,0
34970835,0
49708356,0
97083563,0
70835639,0
8356392,0
83563925,0
35639253,0
56392533,0
63925334,0
39253348,0
92533489,0
25334893,0
53348939,0
33489390,0
34893901,0
48939011,0
89390111,0
93901112,0
39011120,0
90111200,1
1112000,1
11120002,0
11200025,0
12000257,0
20002578,0
25783,0
257837,0
2578370,0
25783707,0
57837076,0
78370764,0
83707641,0
37076415,0
70764158,0
7641583,0
76415838,0
64158389,0
41583896,0
15838966,0
58389660,0
83896608,1
38966081,0
89660811,0
96608119,0
66081198,0
60811987,0
8119873,0
81198736,0
11987368,0
19873687,0
98736871,0
87368719,0
73687195,0
36871954,0
68719547,0
87195477,0
71954778,0
19547784,0
95477849,0
54778492,0
47784928,1
77849283,0
78492834,0
84928343,0
49283435,0
92834355,0
28343559,0
83435595,0
34355954,0
43559540,0
35595404,0
55954041,0
59540416,1
95404161,0
54041619,0
40416194,0
4161947,0
41619471,0
16194718,0
61947188,0
19471889,0
94718894,0
47188949,0
71889495,0
18894952,0
88949525,0
89495251,0
94952517,0
49525179,0
95251793,0
52517931,0
25179311,0
51793119,0
17931196,0
79311965,0
93119655,0
31196555,0
11965551,0
19655517,0
96555179,0
65551797,0
55517975,0
55179756,0
51797564,0
17975642,0
79756426,0
97564263,0
75642636,0
56426361,0
64263610,0
42636106,0
26361066,0
63610668,0
36106687,0
61066872,0
10668728,0
6687281,0
66872812,0
68728127,0
87281272,0
72812723,0
28127238,0
81272387,0
12723875,0
27238751,0
72387515,0
23875151,0
38751511,0
87515110,0
75151108,0
51511081,0
15110814,0
51108144,0
11081442,0
10814428,0
8144286,0
81442862,0
14428622,0
44286222,0
42862228,0
28622285,0
86222850,0
62228507,0
22285079,0
22850797,0
28507975,0
85079754,0
50797545,0
7975456,1
79754563,0
97545633,0
75456334,0
54563341,0
45633412,0
56334128,0
63341288,0
33412880,0
34128805,0
41288056,0
12880568,0
28805688,0
88056881,0
80568811,0
5688114,0
56881144,0
68811449,0
88114498,0
81144980,0
11449805,0
14498052,0
44980524,0
49805246,0
98052465,0
80524655,0
5246557,0
52465575,0
24655754,0
46557545,0
65575457,0
55754571,0
57545717,0
75457170,0
54571704,0
45717045,0
57170452,0
71704520,0
17045200,0
70452000,1
4520002,0
45200023,0
52000236,0
20002363,0
23633,0
236338,0
2363387,0
23633871,0
36338711,0
63387110,0
33871107,0
38711077,0
87110779,0
71107793,0
11077939,0
10779392,1
7793929,0
77939291,0
79392912,0
93929123,0
39291234,0
92912345,0
29123458,0
91234583,0
12345839,0
23458395,0
34583956,0
45839561,0
58395617,0
83956172,0
39561724,0
95617247,0
56172473,0
61724735,0
17247355,0
72473554,0
24735549,0
47355497,0
73554974,0
35549749,0
55497490,0
54974908,0
49749086,0
97490865,0
74908652,0
49086522,0
90865229,0
8652294,0
86522945,0
65229458,0
52294581,0
22945815,0
29458158,0
94581586,0
45815861,0
58158615,0
81586154,0
15861548,0
58615482,0
86154825,0
61548256,1
15482566,0
54825661,0
48256611,0
82566117,0
25661173,0
56611739,0
66117393,0
61173931,0
11739312,0
17393126,0
73931266,0
39312667,0
93126671,0
31266719,0
12667192,0
26671923,0
66719235,0
67192359,0
71923594,0
19235948,0
92359480,0
23594803,0
35948032,1
59480324,0
94803246,0
48032465,0
80324656,0
3246560,1
32465608,0
24656080,0
46560803,0
65608036,0
56080362,0
60803624,0
8036244,0
80362449,0
3624492,0
36244924,0
62449240,0
24492402,0
44924023,0
49240237,0
92402371,0
24023714,0
40237140,0
2371408,0
23714089,0
37140892,0
71408927,0
14089270,0
40892700,0
8927004,0
89270048,1
92700480,1
27004803,0
70048038,0
480380,0
4803804,0
48038042,0
80380424,0
3804243,0
38042430,0
80424302,0
4243028,0
42430283,0
24302833,0
43028337,0
30283373,0
2833736,0
28337361,0
83373613,0
33736130,0
37361300,0
73613009,0
36130097,0
61300972,0
13009728,1
30097288,0
972889,0
9728893,0
97288939,0
72889395,0
28893952,1
88939526,0
89395263,0
93952632,0
39526327,0
95263279,0
52632794,0
26327944,0
63279445,0
32794454,0
27944546,0
79445460,0
94454605,0
44546059,0
45460592,0
54605926,0
46059262,0
60592620,0
5926204,0
59262040,0
92620403,0
26204037,0
62040379,0
20403795,0
4037954,0
40379549,0
3795491,0
37954915,0
79549156,0
95491564,0
54915647,0
49156479,0
91564797,0
15647975,0
56479759,0
64797591,0
47975911,0
79759113,0
97591133,0
75911331,0
59113313,0
91133139,0
11331396,0
13313962,0
33139624,0
31396240,0
13962407,0
39624070,0
96240702,0
62407020,0
24070200,0
40702002,0
7020020,0
70200205,0
2002058,0
20020580,0
205809,0
2058093,0
20580937,0
5809373,0
58093736,0
80937361,0
9373612,0
93736125,0
37361258,0
73612589,0
36125891,0
61258910,0
12589108,0
25891081,0
58910811,0
89108119,0
91081190,0
10811903,0
8119039,0
81190396,0
11903965,0
19039653,0
90396531,0
3965316,0
39653169,0
96531698,0
65316982,0
53169824,1
31698244,0
16982441,0
69824412,0
98244126,0
82441269,0
24412692,0
44126921,0
41269214,0
12692146,0
26921466,0
69214663,0
92146637,0
21466375,0
14663750,0
46637505,0
66375050,0
63750501,0
37505011,0
75050115,0
50501155,0
5011559,0
50115593,0
1155936,1
11559368,0
15593686,0
55936866,0
59368665,0
93686656,1
36866566,0
68665662,0
86656622,0
66566222,0
65662227,0
56622279,0
66222792,0
62227923,0
22279230,0
22792306,0
27923064,0
79230649,0
92306498,0
23064981,0
30649816,0
6498161,0
64981611,0
49816112,0
98161127,0
81611278,0
16112784,0
61127849,0
11278494,0
12784944,0
27849441,0
78494416,0
84944165,0
49441659,0
94416593,0
44165930,0
41659304,0
16593044,0
65930448,0
59304489,0
93044898,0
30448983,0
4489830,0
44898304,1
48983049,0
89830497,0
98304979,0
83049794,0
30497942,0
4979421,0
49794215,0
97942157,0
79421572,0
94215727,0
42157279,0
21572794,0
15727942,0
57279422,0
72794228,0
27942288,0
79422884,0
94228846,0
42288469,0
22884694,0
28846948,0
88469488,0
84694880,1
46948806,0
69488060,0
94880604,0
48806046,0
88060466,0
80604664,0
6046649,0
60466497,0
4664973,0
46649736,0
66497360,0
64973600,1
49736003,0
97360036,0
73600363,0
36003631,0
60036318,0
363188,0
3631883,0
36318835,0
63188352,1
31883528,0
18835285,0
88352856,0
83528568,0
35285680,0
52856809,0
28568092,0
85680927,0
56809279,0
68092792,0
80927927,0
9279273,0
92792736,1
27927366,0
79273668,0
92736680,0
27366804,0
73668047,0
36680479,0
66804794,0
68047947,0
80479477,0
4794777,0
47947778,0
79477784,0
94777843,0
47778438,0
77784383,0
77843832,0
78438322,0
84383228,0
43832280,0
38322801,0
83228013,0
32280133,0
22801334,0
28013348,0
80133481,0
1334814,0
13348146,0
33481460,0
34814601,0
48146017,0
81460174,0
14601749,0
46017491,0
60174915,0
1749153,0
17491538,0
74915380,0
49153807,0
91538077,0
15380772,0
53807724,0
38077244,0
80772442,0
7724425,0
77244254,0
72442542,0
24425423,0
44254230,0
42542309,0
25423094,0
54230940,0
42309404,0
23094048,1
30940485,0
9404853,0
94048530,0
40485306,0
4853061,0
48530612,0
85306127,0
53061274,0
30612748,0
6127489,0
61274890,0
12748903,0
27489033,0
74890337,0
48903379,0
89033790,0
90337901,0
3379018,0
33790184,0
37901848,0
79018488,0
90184888,0
1848887,0
18488879,0
84888790,0
48887900,0
88879001,0
88790017,0
87900178,0
79001784,0
90017845,0
178459,0
1784599,0
17845999,0
78459992,0
84599920,0
45999208,0
59992083,0
99920833,0
99208339,0
92083396,0
20833960,0
8339603,0
83396035,0
33960351,0
39603514,0
96035142,0
60351423,0
3514236,0
35142363,0
51423630,0
14236309,0
42363094,0
23630947,0
36309474,0
63094745,0
30947459,0
9474595,0
94745952,1
47459520,1
74595200,1
45952004,0
59520041,0
95200415,0
52004150,0
20041504,1
415044,0
4150443,0
41504430,0
15044307,0
50443078,0
4430789,0
44307896,0
43078961,0
30789612,0
7896121,0
78961216,1
89612163,0
96121633,0
61216331,0
12163318,0
21633184,1
16331849,0
63318499,0
33184993,0
31849932,0
18499323,0
84993237,0
49932373,0
99323733,0
93237332,0
32373322,0
23733222,0
37332229,0
73322294,0
33222949,0
32229496,0
22294969,0
22949698,0
29496989,0
94969892,0
49698923,0
96989230,0
69892302,0
98923026,0
89230262,0
92302628,0
23026282,0
30262825,0
2628253,0
26282530,0
62825304,0
28253043,0
82530433,0
25304338,0
53043387,0
30433872,0
4338729,0
43387292,0
33872929,0
38729293,0
87292935,0
72929350,0
29293501,0
92935019,0
29350190,0
93501908,0
35019081,0
50190814,0
1908147,0
19081478,0
90814782,0
8147828,0
81478286,0
14782868,0
47828687,0
78286871,0
82868712,0
28687128,0
86871281,0
68712811,0
87128116,0
71281161,0
12811611,0
28116119,0
81161197,0
11611978,0
16119784,0
61197840,0
11978409,0
19784090,0
97840909,0
78409094,0
84090949,0
40909494,0
9094941,0
90949415,0
9494157,0
94941576,0
49415767,0
94157674,0
41576740,0
15767402,0
57674028,0
76740281,0
67402816,1
74028163,0
40281633,0
2816334,0
28163340,0
81633402,0
16334024,0
63340240,0
33402407,0
34024076,0
40240764,0
2407646,0
24076460,0
40764602,0
7646027,0
76460275,0
64602754,0
46027547,0
60275479,0
2754799,0
27547997,0
75479975,0
54799756,0
47997560,0
79975608,0
99756084,0
97560840,0
75608402,0
56084021,0
60840216,0
8402162,0
84021620,0
40216204,0
2162042,0
21620428,0
16204283,0
62042833,0
20428335,0
4283351,0
42833517,0
28335175,0
83351755,0
33517557,0
35175578,0
51755788,0
17557883,0
75578835,0
55788356,0
57883569,0
78835696,0
88356962,0
83569624,0
35696247,0
56962472,0
69624723,0
96247233,0
62472332,0
24723328,1
47233280,1
72332800,1
23328002,0
33280020,0
32800208,0
28002088,0
80020881,0
208819,0
2088195,0
20881956,0
8819569,0
88195690,0
81956904,0
19569049,0
95690494,0
